customer_id,name,email,city,signup_channel,signup_date,age,gender,recency,frequency,monetary,RFM_score,rfm_segment,cluster,segment_label
2235,customer_1234,customer1234.gmail.com,Chennai,Organic,2024-04-11,57,M,340.0,2.0,760.4300000000001,8.0,Potential Loyalists,1.0,At-Risk
2236,customer_1235,customer1235.gmail.com,Bengaluru,Email,2023-02-05,57,F,,,,,,,No Purchase
2237,customer_1236,customer1236.gmail.com,Bengaluru,SMS,2024-04-05,53,F,989.0,1.0,261.85,3.0,Lost,2.0,Lost
2238,customer_1237,customer1237.gmail.com,Chennai,SMS,2023-03-05,40,F,91.0,4.0,2746.15,14.0,champions,0.0,High Value
2239,customer_1238,customer1238.gmail.com,Hyderabad,Paid Social,2023-10-02,61,F,97.0,2.0,297.42,7.0,New Customers,1.0,At-Risk
2240,customer_1239,customer1239.gmail.com,Delhi,Google Search,2024-10-31,55,M,102.0,1.0,453.41,7.0,New Customers,1.0,At-Risk
2241,customer_1240,customer1240.gmail.com,Pune,Email,2022-11-27,42,M,,,,,,,No Purchase
2242,customer_1241,customer1241.gmail.com,Chennai,Organic,2023-05-13,61,Others,661.0,3.0,1436.37,9.0,Cannot Lose Them,4.0,Potential
2243,customer_1242,customer1242.gmail.com,Pune,Email,2024-09-07,62,M,436.0,1.0,375.78,5.0,Hibernating,1.0,At-Risk
2244,customer_1243,customer1243.gmail.com,Delhi,Email,2023-11-22,38,M,440.0,4.0,1303.46,10.0,At-Risk,4.0,Potential
2245,customer_1244,customer1244.gmail.com,Delhi,SMS,2024-11-29,55,M,222.0,2.0,1124.34,9.0,Potential Loyalists,1.0,At-Risk
2246,customer_1245,customer1245.gmail.com,Mumbai,Paid Social,2024-09-07,44,M,350.0,4.0,1780.7199999999998,12.0,Loyal Customers,0.0,High Value
2247,customer_1246,customer1246.gmail.com,Pune,Organic,2024-01-28,19,M,89.0,3.0,2086.33,13.0,Loyal Customers,0.0,High Value
2248,customer_1247,customer1247.gmail.com,Delhi,Organic,2022-09-23,23,M,151.0,3.0,525.6800000000001,9.0,Loyal Customers,3.0,Loyal
2249,customer_1248,customer1248.gmail.com,Delhi,Email,2022-11-13,52,M,173.0,4.0,2287.54,13.0,champions,0.0,High Value
2250,customer_1249,customer1249.gmail.com,Bengaluru,Email,2023-10-17,26,F,197.0,3.0,823.09,10.0,Loyal Customers,3.0,Loyal
2251,customer_1250,customer1250.gmail.com,Pune,Organic,2022-12-12,37,M,1019.0,2.0,611.49,6.0,Hibernating,2.0,Lost
2252,customer_1251,customer1251.gmail.com,Delhi,Organic,2024-04-15,50,F,442.0,4.0,2333.59,11.0,At-Risk,0.0,High Value
2253,customer_1252,customer1252.gmail.com,Pune,Google Search,2023-10-28,64,F,35.0,3.0,697.45,11.0,Loyal Customers,3.0,Loyal
2254,customer_1253,customer1253.gmail.com,Delhi,Google Search,2023-10-01,46,F,659.0,2.0,878.43,6.0,Hibernating,4.0,Potential
2255,customer_1254,customer1254.gmail.com,Chennai,Organic,2022-08-08,44,M,,,,,,,No Purchase
2256,customer_1255,customer1255.gmail.com,Pune,Paid Social,2022-04-21,18,F,176.0,1.0,201.44,6.0,New Customers,1.0,At-Risk
2257,customer_1256,customer1256.gmail.com,Mumbai,Google Search,2022-06-20,30,F,281.0,4.0,1233.43,11.0,Loyal Customers,3.0,Loyal
2258,customer_1257,customer1257.gmail.com,Mumbai,SMS,2022-03-02,20,F,60.0,4.0,700.44,12.0,Loyal Customers,3.0,Loyal
2259,customer_1258,customer1258.gmail.com,Mumbai,SMS,2022-03-18,18,M,,,,,,,No Purchase
2260,customer_1259,customer1259.gmail.com,Hyderabad,SMS,2022-09-23,37,M,437.0,1.0,253.56,4.0,Hibernating,1.0,At-Risk
2261,customer_1260,customer1260.gmail.com,Delhi,Email,2022-02-12,57,F,,,,,,,No Purchase
2262,customer_1261,customer1261.gmail.com,Bengaluru,Google Search,2024-03-24,43,M,60.0,3.0,1225.89,12.0,Loyal Customers,3.0,Loyal
2263,customer_1262,customer1262.gmail.com,Hyderabad,Email,2023-03-17,29,F,391.0,3.0,756.53,8.0,At-Risk,4.0,Potential
2264,customer_1263,customer1263.gmail.com,Pune,Paid Social,2023-10-02,23,F,,,,,,,No Purchase
2265,customer_1264,customer1264.gmail.com,Delhi,Organic,2022-04-12,26,M,150.0,2.0,533.9,8.0,New Customers,1.0,At-Risk
2266,customer_1265,customer1265.gmail.com,Delhi,Organic,2023-10-30,53,M,,,,,,,No Purchase
2267,customer_1266,customer1266.gmail.com,Hyderabad,Paid Social,2024-05-27,37,F,528.0,1.0,577.42,6.0,Hibernating,2.0,Lost
2268,customer_1267,customer1267.gmail.com,Delhi,Google Search,2023-08-27,27,M,1011.0,2.0,726.5999999999999,6.0,Hibernating,2.0,Lost
2269,customer_1268,customer1268.gmail.com,Delhi,Paid Social,2023-06-20,27,F,203.0,6.0,1648.03,14.0,champions,0.0,High Value
2270,customer_1269,customer1269.gmail.com,Pune,Organic,2022-08-21,48,F,185.0,3.0,790.7,10.0,Loyal Customers,3.0,Loyal
2271,customer_1270,customer1270.gmail.com,Bengaluru,Organic,2024-10-08,37,F,721.0,1.0,110.54,3.0,Lost,2.0,Lost
2272,customer_1271,customer1271.gmail.com,Pune,Paid Social,2023-08-05,42,F,826.0,1.0,81.46,3.0,Lost,2.0,Lost
2273,customer_1272,customer1272.gmail.com,Chennai,Email,2024-10-25,62,F,172.0,8.0,1803.31,14.0,champions,0.0,High Value
2274,customer_1273,customer1273.gmail.com,Hyderabad,Paid Social,2023-09-18,48,M,54.0,4.0,1912.76,14.0,champions,0.0,High Value
2275,customer_1274,customer1274.gmail.com,Delhi,Email,2022-09-07,64,M,151.0,2.0,917.26,10.0,New Customers,1.0,At-Risk
2276,customer_1275,customer1275.gmail.com,Delhi,Google Search,2023-01-27,58,F,248.0,1.0,1002.12,8.0,Hibernating,1.0,At-Risk
2277,customer_1276,customer1276.gmail.com,Bengaluru,Organic,2024-05-24,26,M,110.0,2.0,672.6700000000001,9.0,New Customers,1.0,At-Risk
2278,customer_1277,customer1277.gmail.com,Bengaluru,SMS,2024-12-30,58,F,826.0,3.0,602.25,7.0,Cannot Lose Them,2.0,Lost
2279,customer_1278,customer1278.gmail.com,Mumbai,SMS,2024-02-08,41,F,,,,,,,No Purchase
2280,customer_1279,customer1279.gmail.com,Bengaluru,Organic,2023-10-29,21,M,83.0,4.0,822.23,12.0,Loyal Customers,3.0,Loyal
2281,customer_1280,customer1280.gmail.com,Pune,Paid Social,2023-05-11,54,M,,,,,,,No Purchase
2282,customer_1281,customer1281.gmail.com,Chennai,Organic,2024-05-23,62,F,379.0,1.0,366.08,5.0,Hibernating,1.0,At-Risk
2283,customer_1282,customer1282.gmail.com,Delhi,Paid Social,2024-05-31,41,F,,,,,,,No Purchase
2284,customer_1283,customer1283.gmail.com,Pune,Paid Social,2022-02-17,31,M,358.0,2.0,476.98,7.0,Hibernating,1.0,At-Risk
2285,customer_1284,customer1284.gmail.com,Pune,Organic,2023-10-12,25,F,365.0,2.0,384.77,6.0,At-Risk,1.0,At-Risk
2286,customer_1285,customer1285.gmail.com,Pune,SMS,2023-05-21,44,F,303.0,1.0,668.63,7.0,Hibernating,1.0,At-Risk
2287,customer_1286,customer1286.gmail.com,Pune,Organic,2022-03-07,59,F,349.0,4.0,1001.26,11.0,Loyal Customers,3.0,Loyal
2288,customer_1287,customer1287.gmail.com,Pune,Paid Social,2022-06-20,47,F,,,,,,,No Purchase
2289,customer_1288,customer1288.gmail.com,Pune,Google Search,2023-06-19,31,F,645.0,2.0,384.18,5.0,Hibernating,2.0,Lost
2290,customer_1289,customer1289.gmail.com,Delhi,SMS,2024-06-24,57,F,141.0,2.0,850.56,9.0,New Customers,1.0,At-Risk
2291,customer_1290,customer1290.gmail.com,Pune,Paid Social,2024-10-26,57,F,37.0,5.0,1439.51,15.0,champions,3.0,Loyal
2292,customer_1291,customer1291.gmail.com,Hyderabad,SMS,2024-06-09,35,M,587.0,2.0,760.74,7.0,At-Risk,4.0,Potential
2293,customer_1292,customer1292.gmail.com,Pune,Email,2024-07-01,30,F,384.0,1.0,190.59,4.0,Hibernating,1.0,At-Risk
2294,customer_1293,customer1293.gmail.com,Mumbai,Organic,2022-07-05,46,M,,,,,,,No Purchase
2295,customer_1294,customer1294.gmail.com,Chennai,Organic,2022-07-14,45,M,133.0,5.0,1843.38,14.0,champions,0.0,High Value
2296,customer_1295,customer1295.gmail.com,Pune,SMS,2022-09-23,21,F,950.0,2.0,1522.79,8.0,Hibernating,4.0,Potential
2297,customer_1296,customer1296.gmail.com,Mumbai,Email,2023-12-09,44,F,211.0,5.0,830.8399999999999,11.0,Loyal Customers,3.0,Loyal
2298,customer_1297,customer1297.gmail.com,Delhi,Google Search,2023-07-27,53,M,547.0,1.0,120.74,4.0,Hibernating,2.0,Lost
2299,customer_1298,customer1298.gmail.com,Hyderabad,Google Search,2023-08-30,41,M,14.0,4.0,2947.05,14.0,champions,0.0,High Value
2300,customer_1299,customer1299.gmail.com,Delhi,Google Search,2022-07-28,41,F,409.0,1.0,142.0,4.0,Hibernating,1.0,At-Risk
2301,customer_1300,customer1300.gmail.com,Delhi,SMS,2024-10-09,20,M,,,,,,,No Purchase
2302,customer_1301,customer1301.gmail.com,Pune,Paid Social,2024-06-18,62,M,224.0,5.0,1390.05,13.0,Loyal Customers,3.0,Loyal
2303,customer_1302,customer1302.gmail.com,Mumbai,Organic,2024-09-19,36,F,152.0,1.0,522.66,7.0,New Customers,1.0,At-Risk
2304,customer_1303,customer1303.gmail.com,Hyderabad,Email,2024-08-19,56,F,653.0,2.0,447.26,5.0,Hibernating,2.0,Lost
2305,customer_1304,customer1304.gmail.com,Pune,Email,2022-11-22,26,M,332.0,2.0,128.55,6.0,Hibernating,1.0,At-Risk
2306,customer_1305,customer1305.gmail.com,Mumbai,Google Search,2023-11-16,39,F,753.0,1.0,23.41,3.0,Lost,2.0,Lost
2307,customer_1306,customer1306.gmail.com,Chennai,Google Search,2023-04-27,39,M,285.0,5.0,1853.66,13.0,Loyal Customers,0.0,High Value
2308,customer_1307,customer1307.gmail.com,Pune,Email,2023-04-22,33,F,958.0,1.0,47.31,3.0,Lost,2.0,Lost
2309,customer_1308,customer1308.gmail.com,Delhi,Organic,2023-12-16,25,F,55.0,1.0,810.32,9.0,New Customers,1.0,At-Risk
2310,customer_1309,customer1309.gmail.com,Mumbai,Email,2022-05-18,34,M,522.0,2.0,528.13,6.0,At-Risk,4.0,Potential
2311,customer_1310,customer1310.gmail.com,Chennai,Google Search,2024-01-10,54,F,145.0,2.0,166.42,7.0,New Customers,1.0,At-Risk
2312,customer_1311,customer1311.gmail.com,Bengaluru,Google Search,2023-08-18,44,F,465.0,3.0,1107.96,9.0,At-Risk,4.0,Potential
2313,customer_1312,customer1312.gmail.com,Pune,SMS,2024-10-22,52,M,564.0,2.0,582.7,7.0,At-Risk,4.0,Potential
2314,customer_1313,customer1313.gmail.com,Delhi,Google Search,2022-11-08,52,M,290.0,4.0,825.5,10.0,Loyal Customers,3.0,Loyal
2315,customer_1314,customer1314.gmail.com,Mumbai,SMS,2022-11-18,31,F,812.0,1.0,401.83,4.0,Lost,2.0,Lost
2316,customer_1315,customer1315.gmail.com,Delhi,Organic,2024-02-04,60,M,,,,,,,No Purchase
2317,customer_1316,customer1316.gmail.com,Pune,Google Search,2022-01-13,58,M,304.0,2.0,772.96,8.0,Potential Loyalists,1.0,At-Risk
2318,customer_1317,customer1317.gmail.com,Chennai,Google Search,2023-02-19,39,F,972.0,3.0,762.1500000000001,7.0,Cannot Lose Them,2.0,Lost
2319,customer_1318,customer1318.gmail.com,Pune,Email,2022-02-09,39,M,95.0,3.0,1364.78,12.0,Loyal Customers,3.0,Loyal
2320,customer_1319,customer1319.gmail.com,Pune,Google Search,2023-07-31,28,M,48.0,3.0,1907.05,13.0,Loyal Customers,3.0,Loyal
2321,customer_1320,customer1320.gmail.com,Hyderabad,Organic,2023-12-19,49,M,251.0,1.0,45.33,5.0,Hibernating,1.0,At-Risk
2322,customer_1321,customer1321.gmail.com,Hyderabad,Paid Social,2022-05-24,44,F,478.0,1.0,486.42,5.0,Hibernating,1.0,At-Risk
2323,customer_1322,customer1322.gmail.com,Pune,Email,2022-11-29,37,M,19.0,6.0,2048.74,15.0,champions,0.0,High Value
2324,customer_1323,customer1323.gmail.com,Chennai,Organic,2023-01-08,63,F,133.0,4.0,2128.36,13.0,champions,0.0,High Value
2325,customer_1324,customer1324.gmail.com,Hyderabad,SMS,2022-08-05,51,M,410.0,3.0,1517.18,10.0,At-Risk,4.0,Potential
2326,customer_1325,customer1325.gmail.com,Chennai,Email,2023-09-06,36,M,859.0,2.0,739.33,6.0,Hibernating,2.0,Lost
2327,customer_1326,customer1326.gmail.com,Delhi,Google Search,2022-01-07,27,F,686.0,1.0,107.38,3.0,Lost,2.0,Lost
2328,customer_1327,customer1327.gmail.com,Mumbai,Email,2022-01-17,30,F,266.0,2.0,449.37,7.0,Hibernating,1.0,At-Risk
2329,customer_1328,customer1328.gmail.com,Hyderabad,SMS,2024-06-11,45,F,,,,,,,No Purchase
2330,customer_1329,customer1329.gmail.com,Hyderabad,Paid Social,2023-04-17,25,M,677.0,1.0,251.81,3.0,Lost,2.0,Lost
2331,customer_1330,customer1330.gmail.com,Chennai,Google Search,2024-07-01,39,F,285.0,2.0,949.25,9.0,Potential Loyalists,1.0,At-Risk
2332,customer_1331,customer1331.gmail.com,Chennai,Organic,2023-04-10,45,F,108.0,4.0,1121.12,12.0,champions,3.0,Loyal
2333,customer_1332,customer1332.gmail.com,Hyderabad,Paid Social,2023-04-18,33,M,205.0,3.0,523.46,8.0,Loyal Customers,3.0,Loyal
2334,customer_1333,customer1333.gmail.com,Hyderabad,SMS,2024-04-08,34,M,538.0,2.0,671.0,7.0,At-Risk,4.0,Potential
2335,customer_1334,customer1334.gmail.com,Chennai,Paid Social,2022-11-25,57,F,449.0,3.0,1105.01,9.0,At-Risk,4.0,Potential
2336,customer_1335,customer1335.gmail.com,Bengaluru,Organic,2023-01-22,59,F,475.0,3.0,811.27,8.0,At-Risk,4.0,Potential
2337,customer_1336,customer1336.gmail.com,Mumbai,Organic,2023-11-30,57,M,324.0,3.0,1932.88,11.0,Loyal Customers,4.0,Potential
2338,customer_1337,customer1337.gmail.com,Delhi,Email,2024-10-18,36,M,333.0,1.0,377.61,6.0,Hibernating,1.0,At-Risk
2339,customer_1338,customer1338.gmail.com,Hyderabad,Paid Social,2024-11-21,55,F,817.0,1.0,325.62,4.0,Lost,2.0,Lost
2340,customer_1339,customer1339.gmail.com,Bengaluru,Email,2024-02-08,35,M,33.0,6.0,2163.53,15.0,champions,0.0,High Value
2341,customer_1340,customer1340.gmail.com,Pune,Google Search,2022-04-14,54,M,238.0,2.0,1104.19,9.0,Potential Loyalists,1.0,At-Risk
2342,customer_1341,customer1341.gmail.com,Pune,SMS,2022-01-08,46,F,59.0,3.0,520.15,10.0,Loyal Customers,3.0,Loyal
2343,customer_1342,customer1342.gmail.com,Bengaluru,Google Search,2022-08-15,32,M,545.0,2.0,581.89,7.0,At-Risk,4.0,Potential
2344,customer_1343,customer1343.gmail.com,Delhi,Organic,2022-08-07,38,F,146.0,3.0,1503.28,12.0,Loyal Customers,3.0,Loyal
2345,customer_1344,customer1344.gmail.com,Bengaluru,Organic,2022-02-25,24,M,70.0,3.0,735.65,11.0,Loyal Customers,3.0,Loyal
2346,customer_1345,customer1345.gmail.com,Pune,Organic,2022-01-28,53,M,267.0,1.0,460.51,6.0,Hibernating,1.0,At-Risk
2347,customer_1346,customer1346.gmail.com,Hyderabad,Organic,2022-12-31,39,M,47.0,1.0,171.27,7.0,New Customers,1.0,At-Risk
2348,customer_1347,customer1347.gmail.com,Pune,Paid Social,2024-05-25,54,F,360.0,4.0,1577.49,11.0,At-Risk,3.0,Loyal
2349,customer_1348,customer1348.gmail.com,Mumbai,Paid Social,2023-06-09,23,M,250.0,3.0,608.33,9.0,Loyal Customers,3.0,Loyal
2350,customer_1349,customer1349.gmail.com,Mumbai,Organic,2024-06-13,57,M,58.0,2.0,293.53,8.0,New Customers,1.0,At-Risk
2351,customer_1350,customer1350.gmail.com,Pune,Google Search,2024-03-02,31,F,38.0,2.0,409.02,9.0,New Customers,1.0,At-Risk
2352,customer_1351,customer1351.gmail.com,Pune,SMS,2024-07-04,34,M,13.0,3.0,1657.54,13.0,Loyal Customers,3.0,Loyal
2353,customer_1352,customer1352.gmail.com,Hyderabad,SMS,2023-03-16,18,M,409.0,1.0,256.34,4.0,Hibernating,1.0,At-Risk
2354,customer_1353,customer1353.gmail.com,Hyderabad,Google Search,2022-03-22,61,M,241.0,3.0,726.5,9.0,Loyal Customers,3.0,Loyal
2355,customer_1354,customer1354.gmail.com,Mumbai,Google Search,2024-03-10,19,M,377.0,2.0,375.16,6.0,At-Risk,1.0,At-Risk
2356,customer_1355,customer1355.gmail.com,Chennai,Google Search,2024-12-28,59,F,163.0,3.0,1428.66,12.0,Loyal Customers,3.0,Loyal
2357,customer_1356,customer1356.gmail.com,Delhi,SMS,2023-03-13,62,F,239.0,3.0,745.99,9.0,Loyal Customers,3.0,Loyal
2358,customer_1357,customer1357.gmail.com,Chennai,SMS,2024-02-14,55,M,257.0,3.0,1949.65,11.0,Loyal Customers,3.0,Loyal
2359,customer_1358,customer1358.gmail.com,Pune,Organic,2023-01-27,63,F,197.0,1.0,474.7,7.0,New Customers,1.0,At-Risk
2360,customer_1359,customer1359.gmail.com,Hyderabad,Organic,2024-07-07,53,M,792.0,3.0,597.78,7.0,Cannot Lose Them,4.0,Potential
2361,customer_1360,customer1360.gmail.com,Pune,Google Search,2024-05-24,38,Others,183.0,1.0,207.62,6.0,New Customers,1.0,At-Risk
2362,customer_1361,customer1361.gmail.com,Mumbai,Paid Social,2022-08-03,22,Others,,,,,,,No Purchase
2363,customer_1362,customer1362.gmail.com,Hyderabad,Paid Social,2024-04-24,37,M,367.0,3.0,493.46,7.0,At-Risk,4.0,Potential
2364,customer_1363,customer1363.gmail.com,Chennai,Email,2022-07-09,58,F,618.0,1.0,450.95,4.0,Lost,2.0,Lost
2365,customer_1364,customer1364.gmail.com,Bengaluru,SMS,2022-08-03,39,M,434.0,3.0,1207.74,9.0,At-Risk,4.0,Potential
2366,customer_1365,customer1365.gmail.com,Mumbai,Paid Social,2024-03-19,57,M,497.0,1.0,935.53,7.0,Hibernating,4.0,Potential
2367,customer_1366,customer1366.gmail.com,Pune,Email,2024-10-30,40,F,868.0,2.0,1426.33,8.0,Hibernating,4.0,Potential
2368,customer_1367,customer1367.gmail.com,Hyderabad,SMS,2023-05-07,18,F,285.0,2.0,144.46,6.0,Hibernating,1.0,At-Risk
2369,customer_1368,customer1368.gmail.com,Mumbai,Google Search,2023-10-14,30,M,5.0,3.0,853.8000000000001,11.0,Loyal Customers,3.0,Loyal
2370,customer_1369,customer1369.gmail.com,Pune,Google Search,2024-09-08,41,Others,7.0,4.0,1089.0500000000002,13.0,champions,3.0,Loyal
2371,customer_1370,customer1370.gmail.com,Delhi,Organic,2024-08-19,42,M,402.0,1.0,343.53,5.0,Hibernating,1.0,At-Risk
2372,customer_1371,customer1371.gmail.com,Chennai,Email,2023-05-11,60,F,278.0,1.0,210.0,5.0,Hibernating,1.0,At-Risk
2373,customer_1372,customer1372.gmail.com,Hyderabad,Email,2022-01-19,45,F,121.0,3.0,652.2900000000001,10.0,Loyal Customers,3.0,Loyal
2374,customer_1373,customer1373.gmail.com,Delhi,Email,2022-09-24,21,M,148.0,2.0,288.84000000000003,7.0,New Customers,1.0,At-Risk
2375,customer_1374,customer1374.gmail.com,Mumbai,Email,2023-12-11,40,F,65.0,1.0,178.87,7.0,New Customers,1.0,At-Risk
2376,customer_1375,customer1375.gmail.com,Hyderabad,Organic,2024-03-26,21,Others,778.0,1.0,322.24,4.0,Lost,2.0,Lost
2377,customer_1376,customer1376.gmail.com,Pune,Organic,2024-06-06,57,M,,,,,,,No Purchase
2378,customer_1377,customer1377.gmail.com,Delhi,Google Search,2022-11-17,51,M,593.0,1.0,290.34,4.0,Hibernating,2.0,Lost
2379,customer_1378,customer1378.gmail.com,Mumbai,Google Search,2022-05-23,37,F,287.0,2.0,491.94,7.0,Hibernating,1.0,At-Risk
2380,customer_1379,customer1379.gmail.com,Pune,Paid Social,2024-08-06,34,F,193.0,2.0,366.66,8.0,New Customers,1.0,At-Risk
2381,customer_1380,customer1380.gmail.com,Pune,Email,2022-11-02,47,F,301.0,4.0,1285.63,11.0,Loyal Customers,3.0,Loyal
2382,customer_1381,customer1381.gmail.com,Pune,Email,2024-02-26,45,M,317.0,2.0,800.79,8.0,Potential Loyalists,1.0,At-Risk
2383,customer_1382,customer1382.gmail.com,Pune,Email,2024-01-12,41,M,38.0,1.0,243.74,7.0,New Customers,1.0,At-Risk
2384,customer_1383,customer1383.gmail.com,Chennai,Organic,2022-09-30,48,F,222.0,2.0,2347.01,10.0,Potential Loyalists,0.0,High Value
2385,customer_1384,customer1384.gmail.com,Delhi,Email,2024-08-13,49,F,1035.0,1.0,368.37,4.0,Lost,2.0,Lost
2386,customer_1385,customer1385.gmail.com,Pune,Email,2023-02-06,55,M,575.0,3.0,1150.5,9.0,At-Risk,4.0,Potential
2387,customer_1386,customer1386.gmail.com,Bengaluru,Google Search,2022-07-07,46,M,249.0,4.0,606.24,10.0,Loyal Customers,3.0,Loyal
2388,customer_1387,customer1387.gmail.com,Hyderabad,Paid Social,2024-07-10,24,F,112.0,2.0,455.96,8.0,New Customers,1.0,At-Risk
2389,customer_1388,customer1388.gmail.com,Pune,Organic,2022-06-11,32,F,930.0,1.0,368.28,4.0,Lost,2.0,Lost
2390,customer_1389,customer1389.gmail.com,Pune,Organic,2024-04-29,62,M,153.0,2.0,542.0899999999999,8.0,New Customers,1.0,At-Risk
2391,customer_1390,customer1390.gmail.com,Chennai,SMS,2023-07-24,23,M,,,,,,,No Purchase
2392,customer_1391,customer1391.gmail.com,Bengaluru,Email,2022-03-04,34,M,,,,,,,No Purchase
2393,customer_1392,customer1392.gmail.com,Hyderabad,Email,2024-01-27,50,M,138.0,1.0,149.31,6.0,New Customers,1.0,At-Risk
2394,customer_1393,customer1393.gmail.com,Chennai,Email,2022-02-27,61,F,981.0,1.0,147.71,3.0,Lost,2.0,Lost
2395,customer_1394,customer1394.gmail.com,Chennai,Paid Social,2024-04-08,18,M,202.0,1.0,276.22,6.0,New Customers,1.0,At-Risk
2396,customer_1395,customer1395.gmail.com,Pune,Email,2024-10-08,20,F,575.0,1.0,171.52,4.0,Hibernating,2.0,Lost
2397,customer_1396,customer1396.gmail.com,Pune,Organic,2023-07-15,30,M,530.0,3.0,1195.88,9.0,At-Risk,4.0,Potential
2398,customer_1397,customer1397.gmail.com,Pune,Google Search,2024-12-26,28,M,455.0,1.0,326.62,5.0,Hibernating,1.0,At-Risk
2399,customer_1398,customer1398.gmail.com,Bengaluru,Google Search,2024-09-14,29,M,9.0,1.0,409.08,8.0,New Customers,1.0,At-Risk
2400,customer_1399,customer1399.gmail.com,Chennai,SMS,2023-04-10,35,F,256.0,4.0,1695.13,12.0,Loyal Customers,3.0,Loyal
2401,customer_1400,customer1400.gmail.com,Hyderabad,Paid Social,2024-09-09,57,M,812.0,1.0,182.55,3.0,Lost,2.0,Lost
2402,customer_1401,customer1401.gmail.com,Mumbai,Paid Social,2024-03-13,33,Others,577.0,1.0,146.63,4.0,Hibernating,2.0,Lost
2403,customer_1402,customer1402.gmail.com,Hyderabad,Email,2022-08-15,50,M,195.0,3.0,560.78,9.0,Loyal Customers,3.0,Loyal
2404,customer_1403,customer1403.gmail.com,Bengaluru,SMS,2023-12-30,58,M,825.0,3.0,408.28,6.0,Hibernating,2.0,Lost
2405,customer_1404,customer1404.gmail.com,Hyderabad,Google Search,2022-12-04,21,M,,,,,,,No Purchase
2406,customer_1405,customer1405.gmail.com,Chennai,Email,2023-08-12,41,F,506.0,2.0,601.71,7.0,At-Risk,4.0,Potential
2407,customer_1406,customer1406.gmail.com,Chennai,Paid Social,2022-11-09,53,F,153.0,3.0,503.03,9.0,Loyal Customers,3.0,Loyal
2408,customer_1407,customer1407.gmail.com,Pune,Email,2022-03-02,64,M,71.0,2.0,638.19,10.0,New Customers,1.0,At-Risk
2409,customer_1408,customer1408.gmail.com,Bengaluru,Google Search,2024-07-31,63,M,141.0,4.0,1135.83,12.0,champions,3.0,Loyal
2410,customer_1409,customer1409.gmail.com,Bengaluru,SMS,2024-09-04,61,F,62.0,3.0,473.26,10.0,Loyal Customers,3.0,Loyal
2411,customer_1410,customer1410.gmail.com,Hyderabad,Organic,2022-01-31,24,M,254.0,1.0,171.4,5.0,Hibernating,1.0,At-Risk
2412,customer_1411,customer1411.gmail.com,Hyderabad,Email,2022-10-02,26,F,157.0,3.0,856.8199999999999,10.0,Loyal Customers,3.0,Loyal
2413,customer_1412,customer1412.gmail.com,Delhi,Paid Social,2024-04-19,54,M,291.0,1.0,178.43,5.0,Hibernating,1.0,At-Risk
2414,customer_1413,customer1413.gmail.com,Hyderabad,SMS,2022-11-24,36,Others,102.0,3.0,1793.73,12.0,Loyal Customers,3.0,Loyal
2415,customer_1414,customer1414.gmail.com,Hyderabad,Email,2023-12-22,46,F,257.0,2.0,322.27,7.0,Hibernating,1.0,At-Risk
2416,customer_1415,customer1415.gmail.com,Pune,Paid Social,2023-01-25,23,F,89.0,7.0,1786.55,15.0,champions,0.0,High Value
2417,customer_1416,customer1416.gmail.com,Mumbai,Paid Social,2024-06-06,53,Others,418.0,3.0,840.23,8.0,At-Risk,4.0,Potential
2418,customer_1417,customer1417.gmail.com,Mumbai,SMS,2023-12-20,39,F,79.0,3.0,605.8299999999999,11.0,Loyal Customers,3.0,Loyal
2419,customer_1418,customer1418.gmail.com,Mumbai,Paid Social,2024-05-16,39,F,1086.0,1.0,70.59,3.0,Lost,2.0,Lost
2420,customer_1419,customer1419.gmail.com,Hyderabad,Paid Social,2023-07-23,55,F,708.0,1.0,87.83,3.0,Lost,2.0,Lost
2421,customer_1420,customer1420.gmail.com,Chennai,Google Search,2023-12-06,60,Others,88.0,3.0,1018.13,12.0,Loyal Customers,3.0,Loyal
2422,customer_1421,customer1421.gmail.com,Mumbai,Organic,2023-03-10,20,Others,120.0,8.0,2140.1,14.0,champions,0.0,High Value
2423,customer_1422,customer1422.gmail.com,Chennai,SMS,2023-06-21,42,F,890.0,2.0,331.05,5.0,Hibernating,2.0,Lost
2424,customer_1423,customer1423.gmail.com,Delhi,Google Search,2023-04-16,31,M,263.0,2.0,464.2,7.0,Hibernating,1.0,At-Risk
2425,customer_1424,customer1424.gmail.com,Bengaluru,Organic,2022-02-24,22,Others,411.0,4.0,2142.59,11.0,At-Risk,0.0,High Value
2426,customer_1425,customer1425.gmail.com,Delhi,Email,2023-12-02,35,F,602.0,3.0,571.29,7.0,Cannot Lose Them,4.0,Potential
2427,customer_1426,customer1426.gmail.com,Delhi,Google Search,2022-08-25,45,F,128.0,3.0,859.76,10.0,Loyal Customers,3.0,Loyal
2428,customer_1427,customer1427.gmail.com,Mumbai,Organic,2024-05-19,47,F,529.0,3.0,2415.66,10.0,At-Risk,0.0,High Value
2429,customer_1428,customer1428.gmail.com,Mumbai,Paid Social,2022-08-13,53,F,596.0,3.0,387.38,7.0,At-Risk,4.0,Potential
2430,customer_1429,customer1429.gmail.com,Delhi,SMS,2024-01-21,23,F,108.0,2.0,472.74,8.0,New Customers,1.0,At-Risk
2431,customer_1430,customer1430.gmail.com,Delhi,Google Search,2023-11-14,48,M,942.0,2.0,540.23,5.0,Hibernating,2.0,Lost
